Mercury 57.909 7600521.6 0.9 0.0 0.0 null
Venus 108.210 19414166.4 4.7 0.0 0.0 venus.png
Mars 227.956 59355072.0 0.03 0.0 0.0 mars.png
Jupiter 778.479 374335689.6 3.6 1.304 2.95 jupiter.png
Saturn 1432.041 929596608.0 0.67 0.0 0.0 saturn.png
