 32349  1.7678185359 -0.2916993748 -1.0876 Sirius
 30438  1.6753045113 -0.9197137785 -0.5536 Canopus
 91262  4.8735545728  0.6768909262  0.0868 Vega
 69673  3.7335754203  0.3348810440  0.1114 Arcturus
 71683  3.8383352142 -1.0617735850  0.1373 RigilKentaurus
 24436  1.3724302998 -0.1431456148  0.1930 Rigel
 24608  1.3818132039  0.8028345096  0.2385 Capella
  7588  0.4263513349 -0.9989681672  0.4233 Achernar
 37279  2.0041134442  0.0912372189  0.4607 Procyon
 27989  1.5497279598  0.1292771753  0.4997 Betelgeuse
 68702  3.6818771120 -1.0537072605  0.5366
 60718  3.2576527881 -1.1012862951  0.6739 Acrux
 97649  5.1957493330  0.1547650596  0.8273 Altair
 65474  3.5133190262 -0.1948004728  0.8891 Spica
 80763  4.3171059089 -0.4613244851  0.9757 Antares
 21421  1.2039281519  0.2881496983  1.0024 Aldebaran
 62434  3.3498190466 -1.0417649114  1.1537
113368  6.0111194213 -0.5169985827  1.1808 Fomalhaut
 71681  3.8382255459 -1.0618492493  1.2429
 37826  2.0303534384  0.4891513905  1.2947 Pollux
102098  5.4167684854  0.7902909202  1.2966 Deneb
 49669  2.6545337495  0.2088669583  1.3232 Regulus
 33579  1.8265995338 -0.5056583510  1.4160
 85927  4.5972355280 -0.6475825794  1.5244
 25336  1.4186521954  0.1108237749  1.5493
 36850  1.9835670383  0.5565616766  1.5811
 25428  1.4237158306  0.4993015867  1.6151
 26311  1.4670083233 -0.0209774132  1.6235
 61084  3.2775777484 -0.9968023763  1.6299
 45238  2.4138078641 -1.2167994397  1.6625
 26727  1.4868405212 -0.0339043911  1.6812
109268  5.7955022402 -0.8196173671  1.6983
 39953  2.1359888699 -0.8261797305  1.7034
 62956  3.3773308557  0.9766835090  1.7545
 90185  4.8178611373 -0.6001195009  1.7986
 67301  3.6108350538  0.8606795018  1.7994
100751  5.3478960649 -0.9902104680  1.8583
 30324  1.6698428407 -0.3133898686  1.8911
 15863  0.8915249885  0.8702428603  1.8972
 28360  1.5687433430  0.7844807290  1.9038
 86228  4.6134233893 -0.7504535374  1.9269
 31681  1.7353446674  0.2862237699  1.9290
 42913  2.2894499954 -0.9548446415  1.9511
 54061  2.8960711378  1.0777603439  1.9519
 34444  1.8692102558 -0.4606483732  1.9628
 41037  2.1926327481 -1.0386373711  1.9996
 27366  1.5173738329 -0.1687663889  2.0065
 92855  4.9535292437 -0.4589621517  2.0095
   677  0.0365914186  0.5077307372  2.0371
112122  5.9457502519 -0.8182900416  2.0699
 82273  4.4011288350 -1.2047595072  2.0711
 14576  0.8210414333  0.7148109521  2.0969
 11767  0.6622851337  1.5579531082  2.1077 Polaris
 86032  4.6030153679  0.2192234059  2.1262
 46390  2.4765677899 -0.1511225285  2.1350
 25930  1.4486523477 -0.0052201652  2.1361
 39429  2.1100354460 -0.6981873479  2.1364
  4427  0.2474368608  1.0597071908  2.1379
 61932  3.3227581995 -0.8545112049  2.1460
 57632  3.0938781373  0.2543352565  2.1605
 50583  2.7051266664  0.3463057904  2.1684
  9884  0.5548900421  0.4095027186  2.1726
  5447  0.3042543513  0.6217007721  2.1741
 72607  3.8864406714  1.2942572177  2.2044
  3419  0.1901847668 -0.3139268585  2.2061
 66657  3.5774357455 -0.9331640675  2.2097
 76267  4.0783391856  0.4662631477  2.2210
 68933  3.6943765794 -0.6347534825  2.2226
 71860  3.8481436648 -0.8270790906  2.2296
  9640  0.5406098378  0.7387952238  2.2409
 65378  3.5077787053  0.9586293363  2.2540
 78401  4.1902454992 -0.3948217575  2.2617
 71352  3.8201222336 -0.7357914675  2.2729
 45556  2.4307657471 -1.0345484720  2.2822
 86670  4.6359784471 -0.6812006283  2.3164
 44816  2.3910848699 -0.7580422876  2.3385
 53910  2.8878211070  0.9840575548  2.3499
100453  5.3329771576  0.7026116358  2.3548
   746  0.0400036499  1.0323660584  2.3579
 87833  4.6975811581  0.8986517235  2.3617
  3179  0.1767427477  0.9867639420  2.4107
 45941  2.4526842330 -0.9601177539  2.4131
 35904  1.9377303527 -0.5114359187  2.4215
 58001  3.1146666759  0.9371498813  2.4286
 84012  4.4958708926 -0.2744556024  2.4393
 68002  3.6457335522 -0.8253359433  2.4419
 82396  4.4077013945 -0.5985189437  2.4532
113963  6.0421565690  0.2653837274  2.4784
113881  6.0378453479  0.4901312897  2.4861
105199  5.5788418042  1.0923222563  2.5141
 72105  3.8614864893  0.4725334744  2.5167
 59196  3.1780659373 -0.8852730576  2.5241
107315  5.6905834997  0.1723513960  2.5460
 59803  3.2105671816 -0.3061653709  2.5477
  2081  0.1146730467 -0.7383636553  2.5512
 81377  4.3509262017 -0.1844315910  2.5708
 74785  4.0012016219 -0.1637619163  2.5739
 54872  2.9413460901  0.3582119659  2.5932
 78820  4.2125146985 -0.3456693411  2.5940
 73273  3.9205879287 -0.7528279990  2.5982
 85696  4.5848227825 -0.6509334659  2.6043
 28380  1.5695773717  0.6494852553  2.6103
 61585  3.3038416410 -1.2066426928  2.6109
 26634  1.4819983319 -0.5947043514  2.6124
 14135  0.7953450247  0.0713826671  2.6196
 93506  4.9855855848 -0.5215063808  2.6212
 25985  1.4518095186 -0.3110576781  2.6426
102488  5.4376047148  0.5928788067  2.6429
 52419  2.8054296405 -1.1238956867  2.6536
 26241  1.4636026456 -0.1031472111  2.6706
 76297  4.0803223879 -0.7184943710  2.7000
  8903  0.5002076818  0.3631733438  2.7044
 59747  3.2076793268 -1.0253617674  2.7066
  6686  0.3744169753  1.0513061203  2.7146
 81266  4.3453578306 -0.4924614315  2.7374
  1067  0.0577522202  0.2650040933  2.7544
 65109  3.4932812673 -0.6407466857  2.7717
 85792  4.5895266472 -0.8705000971  2.7869
 72622  3.8871956548 -0.2799789166  2.7892
 67927  3.6420015586  0.3211159157  2.7957
 77070  4.1201402784  0.1121464762  2.7971
 61359  3.2916352739 -0.4083481040  2.8099
 61941  3.3233979411 -0.0252989299  2.8213
 23875  1.3432514979 -0.0887720313  2.8258
 78265  4.1837811576 -0.4557760267  2.8274
 79593  4.2513868978 -0.0644720376  2.8283
 35264  1.9073950090 -0.6474732902  2.8296
 52727  2.8220608340 -0.8625438986  2.8299
 23015  1.2958790703  0.5788582689  2.8337
 18532  1.0378325027  0.6983110005  2.8348
 63125  3.3860726301  0.6687795565  2.8471
 17702  0.9925879583  0.4207158363  2.8480
 36188  1.9510651917  0.1446774771  2.8546
 89931  4.8039912526 -0.5205974986  2.8654
 97165  5.1704246155  0.7876791647  2.8683
 97278  5.1760335296  0.1852364810  2.8695
 80331  4.2934740901  1.0736231529  2.8717
 74946  4.0095077154 -1.1986828347  2.8816
 18246  1.0215934628  0.5564748061  2.8980
 77952  4.1676141330 -1.1070579781  2.9075
 84345  4.5145022838  0.2511572940  2.9137
 30343  1.6709775899  0.3929408129  2.9141
 39757  2.1273165334 -0.4241924449  2.9157
 26451  1.4732530972  0.3690078584  2.9184
 80112  4.2812433910 -0.4466777959  2.9227
 82514  4.4151186082 -0.6640511238  2.9245
 86742  4.6402761139  0.0797077386  2.9279
  2021  0.1119339317 -1.3483547235  2.9305
  9236  0.5182080074 -1.0745979068  2.9305
 81693  4.3689574263  0.5515569741  2.9338
 13847  0.7778143958 -0.7034503238  2.9378
 80816  4.3206543171  0.3750651255  2.9378
107556  5.7030295246 -0.2814616727  2.9409
 60965  3.2719093518 -0.2882427674  2.9449
 85670  4.5833783766  0.9128309154  2.9466
 30122  1.6594290263 -0.5247049047  2.9524
 94141  5.0167914026 -0.3669297384  2.9664
 25606  1.4322409127 -0.3623169486  2.9674
 17358  0.9726925032  0.8340518896  2.9703
108085  5.7330905586 -0.6521391882  2.9763
 62322  3.3435323214 -1.1887104886  2.9789
 90496  4.8344361918 -0.4436844643  2.9838
 85258  4.5609814586 -0.9691782595  2.9935
 93747  4.9977948460  0.2419673781  2.9935
 63608  3.4129012157  0.1912724110  2.9980
 33977  1.8457928417 -0.4159695755  3.0050
110130  5.8403209499 -1.0517265895  3.0103
 48002  2.5617170180 -1.1357209802  3.0186
106278  5.6354878559 -0.0972350084  3.0404
 75097  4.0174388121  1.2537393443  3.0449
 14328  0.8063268603  0.9338637261  3.0586
 10064  0.5652336717  0.6106451889  3.0625
 73334  3.9233328099 -0.7348559006  3.0671
 18543  1.0385967149 -0.2357633420  3.0703
112158  5.9472187740  0.5274613190  3.0897
 71075  3.8051637674  0.6685987015  3.0980
 56561  3.0359222943 -1.0999034371  3.1068
 32768  1.7886815487 -0.8833879239  3.1077
109074  5.7848229225 -0.0055820216  3.1080
 87073  4.6582169509 -0.7003479526  3.1092
 23767  1.3374217332  0.7196802464  3.1160
 47908  2.5562603005  0.4149394314  3.1168
 92041  4.9116003502 -0.4710779647  3.1339
 88635  4.7377344027 -0.5309928658  3.1356
 83895  4.4889304721  1.1469367756  3.1359
 31685  1.7355606227 -0.7539110968  3.1395
 75141  4.0202449707 -0.7094319926  3.1417
106032  5.6228381573  1.2315164467  3.1438
 23416  1.3175878239  0.7648611127  3.1457
 84379  4.5161793708  0.4335325833  3.1501
 89642  4.7893092322 -0.6416053924  3.1512
 64962  3.4859499991 -0.4044174415  3.1521
 50801  2.7154271176  0.7243017488  3.1544
 54539  2.9219618312  0.7766462675  3.1638
 59316  3.1857731851 -0.3947898488  3.1761
 44127  2.3527648189  0.8384971792  3.1880
 32246  1.7624865547  0.4386214075  3.1915
 84970  4.5466251777 -0.4363233803  3.1931
100345  5.3276645317 -0.2579841156  3.2104
 95947  5.1082358543  0.4879887360  3.2177
 99473  5.2853125576 -0.0143374561  3.2245
 94376  5.0289593472  1.1809127583  3.2296
 93194  4.9695795758  0.5705403298  3.2342
 21281  1.1955300582 -0.9607165832  3.2372
 83081  4.4445704416 -0.9772108151  3.2393
 71908  3.8506824826 -1.1340201681  3.2465
 45860  2.4480758091  0.6002628077  3.2520
 24305  1.3654200210 -0.2828380962  3.2528
101772  5.3999025096 -0.8253952181  3.2707
 52943  2.8345188462 -0.2826409277  3.2707
 85267  4.5613932582 -0.9839762802  3.2710
 46853  2.4996260257  0.9019617607  3.2770
 50099  2.6779371328 -1.2223923360  3.2783
 43813  2.3361002832  0.1037690360  3.2803
 46701  2.4924286228 -0.9954379173  3.2811
 27628  1.5313484549 -0.6242919202  3.2833
 22449  1.2646465369  0.1214966851  3.2862
 14354  0.8079781482  0.6778951858  3.2889
 25281  1.4157977910 -0.0418379705  3.2919
 29655  1.6357150549  0.3928181795  3.2945
113136  5.9980450016 -0.2761243435  3.2964
 73714  3.9447540497 -0.4412516273  3.3093
  8886  0.4991411472  1.1112536973  3.3107
 32607  1.7810748356 -1.0810914905  3.3114
 84380  4.5162470062  0.6424409577  3.3121
 75264  4.0259573134 -0.7799801258  3.3138
 23685  1.3328244678 -0.3904451062  3.3215
 51576  2.7577281295 -1.0766126368  3.3225
 67464  3.6193981602 -0.7275869220  3.3237
 54879  2.9419299658  0.2693001643  3.3288
 26207  1.4623152277  0.1733838532  3.3298
 59774  3.2088932061  0.9954066109  3.3353
 78384  4.1893240195 -0.6701478078  3.3398
 17678  0.9915092884 -1.2957192138  3.3420
 87261  4.6681340591 -0.6465287913  3.3521
 83000  4.4404281814  0.1636256036  3.3612
 45080  2.4040532521 -1.0291670805  3.3666
104732  5.5542326582  0.5275620911  3.3743
 36377  1.9601413383 -0.7557605692  3.3757
116727  6.1930813863  1.3549334230  3.3767
 18724  1.0501661024  0.2179981788  3.3774
112029  5.9404953522  0.1890434350  3.3887
 79882  4.2687292610 -0.0819014637  3.3887
 38827  2.0803409671 -0.9247173375  3.3939
 67472  3.6198861585 -0.7413056511  3.3969
 89962  4.8053947027 -0.0505643176  3.3995
 93805  5.0014554958 -0.0852128124  3.4026
 66249  3.5547815209 -0.0104010854  3.4147
 84143  4.5036167720 -0.7546540224  3.4149
 68895  3.6929908122 -0.4656890761  3.4187
 90422  4.8300845506 -0.8022986967  3.4234
  3092  0.1715947657  0.5386300044  3.4328
 63090  3.3842285625  0.0592992848  3.4405
 95501  5.0854351232  0.0543596572  3.4408
 32362  1.7684136731  0.2250786224  3.4417
 50372  2.6926013770  0.7489987590  3.4586
 20894  1.1722558422  0.2770002773  3.4597
 75458  4.0357673053  1.0291512588  3.4638
 32759  1.7882691106 -0.5673801423  3.4644
  5165  0.2883508108 -0.8153915713  3.4646
 93864  5.0044729068 -0.4829293709  3.4689
102395  5.4321595407 -1.1554644831  3.4733
 82545  4.4171486137 -0.6635301692  3.4829
 69996  3.7498568242 -0.8038652111  3.4849
 88048  4.7081418325 -0.1705771307  3.4871
 19780  1.1101334814 -1.0903766289  3.4953
 12706  0.7125397178  0.0564818484  3.5001
 43109  2.2985001691  0.1120310795  3.5004
 48774  2.6043043033 -0.9523877276  3.5031
 49583  2.6499882042  0.2925637063  3.5034
 41704  2.2264605431  1.0597365381  3.5041
 50335  2.6908180521  0.4087094811  3.5096
 38170  2.0476827291 -0.4338850835  3.5109
109492  5.8069476370  1.0158034400  3.5120
 20042  1.1252732932 -0.5898921671  3.5167
112623  5.9714402050 -0.8956454387  3.5190
  8796  0.4934118400  0.5162578708  3.5210
 10602  0.5956299907 -0.8990559484  3.5211
 50371  2.6925343724 -1.0704509185  3.5298
  6867  0.3855680843 -0.7560369968  3.5329
 42536  2.2702086018 -0.9236626696  3.5371
 77516  4.1435036788 -0.0598672580  3.5411
109427  5.8040793159  0.1081718284  3.5534
 24674  1.3858204357 -0.1194570697  3.5544
 86974  4.6533182298  0.4838488873  3.5596
 92420  4.9309037606  0.5822885787  3.5618
 85727  4.5862872742 -1.0591287369  3.5681
102422  5.4335931078  1.0792556574  3.5692
 74395  3.9806017454 -0.9093003916  3.5711
 27288  1.5138803932 -0.2586917834  3.5778
 44471  2.3720158026  0.8230389704  3.5778
 13209  0.7416914391  0.4757905498  3.5831
  3821  0.2141737695  1.0090891165  3.5835
 33856  1.8400971203 -0.4875549628  3.5847
 76600  4.0956612056 -0.5197187224  3.5999
 35550  1.9203995423  0.3836642074  3.6031
113726  6.0297668780  0.7387276989  3.6041
 86263  4.6145942048 -0.2687529224  3.6075
 17847  0.9999086753  0.4198131927  3.6084
  2920  0.1613169271  0.9406789123  3.6112
 35350  1.9115432695  0.2886857528  3.6148
 42828  2.2846030842 -0.5792121459  3.6188
 98337  5.2305617932  0.3402011954  3.6215
  5364  0.2992704213 -0.1777081665  3.6235
 22549  1.2706263129  0.0978274735  3.6236
 74666  3.9946298740  0.5814582287  3.6268
 47508  2.5357538067  0.1726549300  3.6282
  8102  0.4541584879 -0.2781977287  3.6295
 88714  4.7413235439 -0.8742608091  3.6327
 55219  2.9604242288  0.5776034304  3.6375
 33018  1.8011317943  0.5927377222  3.6405
 81833  4.3759577535  0.6793250957  3.6411
 68756  3.6843483047  1.1235698204  3.6452
 73555  3.9354842530  0.7049496023  3.6469
 22797  1.2839147920  0.0425977554  3.6470
 46651  2.4901567308 -0.7062804417  3.6577
 89937  4.8041888340  1.2694425030  3.6666
112748  5.9777599832  0.4293803987  3.6685
112724  5.9763645834  1.1554203705  3.6704
 40526  2.1664589236  0.1603200729  3.6714
 17378  0.9741086905 -0.1704348693  3.6796
 26549  1.4780587022 -0.0453797060  3.6811
 77233  4.1285192430  0.2691633862  3.6836
 57363  3.0788020574 -1.1646380270  3.6840
 17499  0.9812040024  0.4208590686  3.6857
 99240  5.2739384964 -1.1550470499  3.6876
 93085  4.9642821156 -0.3683800742  3.6880
 75177  4.0221430016 -0.6328767628  3.6909
 27072  1.5030175550 -0.3917825525  3.6977
 20889  1.1720564593  0.3347632442  3.6992
 56343  3.0238017656 -0.5560186839  3.7025
 16083  0.9039438917  0.1698689221  3.7082
 26551  1.4781210811 -0.0453730849  3.7103
 57757  3.1009618419  0.0308116416  3.7136
 55282  2.9641888635 -0.2579429748  3.7179
 37819  2.0300581900 -0.6626770595  3.7200
101769  5.3998210942  0.2547343921  3.7230
 37740  2.0265358685  0.4258276839  3.7285
 15474  0.8705534791 -0.3797477351  3.7303
  1562  0.0847708677 -0.1540048781  3.7314
 60260  3.2348085970 -1.0542027753  3.7319
 46733  2.4937533192  1.1006359636  3.7327
 71053  3.8040802105  0.5300764764  3.7331
 72220  3.8669945359  0.0330380071  3.7371
 75695  4.0484258681  0.5079866628  3.7373
100064  5.3147616297 -0.2189490900  3.7388
 37229  2.0020294906 -0.4678161407  3.7439
 68245  3.6576490399 -0.7347959205  3.7448
110960  5.8853811479 -0.0003502047  3.7450
 76470  4.0885398510 -0.4910496278  3.7471
 86414  4.6227875849  0.8029618018  3.7497
  7607  0.4275694742  0.8487271970  3.7515
 77622  4.1487124430  0.0781485099  3.7548
 88771  4.7444609112  0.1669172444  3.7636
 87108  4.6595617998  0.0472540679  3.7637
101958  5.4089393078  0.2777177099  3.7650
 82729  4.4269625742 -0.7393347215  3.7651
106985  5.6727085700 -0.2908111754  3.7660
 63613  3.4132660849 -1.2487621175  3.7698
 15900  0.8936694857  0.1575869018  3.7700
 86929  4.6501390773 -1.1296422722  3.7700
 49841  2.6642012413 -0.2156151740  3.7748
  6537  0.3666246783 -0.1428159978  3.7757
102618  5.4440115501 -0.1657310527  3.7818
111169  5.8961131509  0.8775943054  3.7820
 68282  3.6594297557 -0.7819691374  3.7877
 28103  1.5551115116 -0.2472789146  3.7888
 61199  3.2832632867 -1.2589579249  3.7903
  7097  0.3991708965  0.2678352776  3.7914
 30867  1.6965381174 -0.1227499079  3.7921
 51624  2.7611599773  0.1624307113  3.7965
 71795  3.8447363858  0.2396045866  3.7971
 43783  2.3345859871 -1.0584498962  3.8046
112961  5.9891601885 -0.1322903488  3.8072
 78104  4.1751974874 -0.5098806985  3.8095
 20205  1.1335574543  0.2727548212  3.8123
 80170  4.2844374235  0.3342832920  3.8125
 95853  5.1038037418  0.9028495279  3.8136
104887  5.5623168101  0.6639986561  3.8228
 76952  4.1134965670  0.4589433025  3.8233
 80883  4.3236780648  0.0346290940  3.8247
  9487  0.5325290992  0.0482367341  3.8281
 45688  2.4384189434  0.6423317424  3.8299
103227  5.4751400131 -1.0202164157  3.8340
104060  5.5193023873  0.7666856349  3.8343
 55425  2.9714552059 -0.9510476067  3.8358
 97365  5.1809564470  0.3234838420  3.8364
 88794  4.7452993989  0.5019998075  3.8384
 61281  3.2876943477  1.2180340414  3.8414
110395  5.8540742823 -0.0242138789  3.8423
 60823  3.2639410768 -0.8766894414  3.8436
 79992  4.2749256882  0.8083190661  3.8472
 48319  2.5787015511  1.0304267611  3.8476
114971  6.0962528019  0.0572859845  3.8482
114341  6.0626020265 -0.3695295838  3.8484
  9007  0.5059151382 -0.9007572172  3.8511
 74376  3.9790713122 -0.8506333976  3.8523
